ID,title,category,core_skills,further_skills,letter
15581,Fachwirt/in - Gastgewerbe,Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Gästebetreuung', 'Gaststättenrecht', 'Gemeinschaftsverpflegung', 'Hotelmanagement', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Marketing', 'Personalwesen', 'Reservierung (Hotel- und Gaststättengewerbe)', 'Speisekarten, -pläne zusammenstellen', 'Systemgastronomie']","['Bankett (Veranstaltungsabteilung - Organis. und Service)', 'Buchführung, Buchhaltung', 'Catering', 'Controlling', 'Einkauf, Beschaffung', 'Food and Beverage/Wirtschaftsbereich', 'Kundenberatung, -betreuung', 'Lebensmittelhygiene', 'Lebensmittelrecht', 'Messen, Kongresse und Veranstaltungen planen und durchführen', 'Werbung']",F
122248,Fachwirt/in - Gesetzl. Renten- und knappschaftl. Sozialvers.,Kaufmännische Weiterbildung,"['Beitragsfragen klären (Sozialversicherung)', 'Betriebswirtschaftslehre', 'Controlling', 'Gesundheitsökonomie', 'Knappschaftliche Sozialversicherung', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Leistungsfälle bearbeiten', 'Personalwesen', 'Qualitätsmanagement', 'Sozialversicherungsrecht', 'Sozialversicherungsverhältnisse klären', 'Wirtschaftlichkeitsberechnung']","['Angehörigenberatung', 'Buchführung, Buchhaltung', 'Disease-Management-Programme (DMP)', 'Gesundheitspolitik', 'Kalkulation', 'Sozialpolitik, Sozialplanung', 'Sozialrecht', 'Vertragsbearbeitung, -verwaltung', 'Verwaltungsrecht']",F
34986,Fachwirt/in - Gesundheits- und Sozialwesen,Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Controlling', 'Gesundheitsökonomie', 'Kalkulation', 'Krankenhausmanagement, -ökonomie', 'Personalwesen', 'Pflegeorganisation', 'Sozialmanagement']","['Angehörigenberatung', 'Bewertungsmaßstab zahnärztlicher Leistungen (BEMA)', 'Buchführung, Buchhaltung', 'Disease-Management-Programme (DMP)', 'Einkauf, Beschaffung', 'Gesundheitspolitik', 'Impfmanagement-Plattformen', 'Kosten- und Leistungsrechnung', 'Marketing', 'Patientenaufnahme, -verwaltung', 'Pflegemanagement', 'Qualitätsmanagement', 'Rehabilitation', 'Sozialpflege', 'Sozialpolitik, Sozialplanung', 'Sozialrecht', 'Wirtschaftlichkeitsberechnung']",F
122246,Fachwirt/in - Güterverkehr und Logistik,Kaufmännische Weiterbildung,"['Auftragsannahme, -bearbeitung', 'Betriebswirtschaftslehre', 'Disposition (Güterverkehr)', 'Distributionssysteme planen und einsetzen', 'Fuhrparkmanagement', 'Güterverkehr', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Logistik', 'Personalwesen', 'Straßen- und Verkehrsrecht', 'Tourenplanung', 'Zollvorschriften, Zollabwicklung']","['Buchführung, Buchhaltung', 'Controlling', 'Internationaler Speditionsverkehr', 'Luftfrachtspedition', 'Marketing', 'Schadensfälle bearbeiten, Schäden regulieren', 'Schienenverkehr', 'Seefracht, Seehafenspedition', 'Supply-Chain-Management', 'Transportversicherung', 'Versand', 'Vertragsrecht']",F
6535,Fachwirt/in - Handel,Kaufmännische Weiterbildung,"['Einkauf, Beschaffung', 'Handelsbetriebslehre', 'Handelsrecht', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Marketing', 'Preisgestaltung', 'Sortimentsgestaltung', 'Store-Management-System', 'Verkauf', 'Verkaufsförderung', 'Warenannahme, Wareneingangskontrolle', 'Werbung']","['Abrechnung', 'Außenhandel', 'Buchführung, Buchhaltung', 'Controlling', 'E-Commerce, E-Business', 'Einzelhandel', 'Großhandel', 'Kundenberatung, -betreuung', 'Lagerwirtschaft', 'Logistik', 'Omnichannel Retailing', 'Online-Shop-Systeme', 'Personalwesen', 'Social-Media-Kommunikation', 'Verkaufsschulung, -training', 'Versand', 'Zahlungsverkehr']",F
14749,Fachwirt/in - Handwerk/B. Prof. Kaufmännisches Management,Kaufmännische Weiterbildung,"['Abrechnung', 'Betriebsleitung, Betriebsführung', 'Betriebswirtschaftslehre', 'Buchführung, Buchhaltung', 'Büroorganisation, Büromanagement', 'Controlling', 'Customer-Relationship-Management (CRM)', 'Handwerkswirtschaft', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Marketing', 'Personalwesen']","['Arbeitsrecht', 'Bilanzierung', 'E-Commerce, E-Business', 'Einkauf, Beschaffung', 'Finanzwirtschaft', 'Handelsrecht', 'Korrespondenz', 'Steuerrecht', 'Vertragsrecht', 'Werbung', 'Zahlungsverkehr']",F
8016,Fachwirt/in - Holzindustrie und Holzhandel,Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Controlling', 'Einkauf, Beschaffung', 'Holzhandel', 'Holzkonstruktionsbau', 'Holzkunde', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Marketing', 'Materialwirtschaft']","['Abrechnung', 'Arbeitsvorbereitung', 'Betriebsmitteleinsatz planen', 'Buchführung, Buchhaltung', 'Holzschutz, Holzpflege', 'Personalwesen', 'Qualitätsmanagement', 'Verkauf', 'Vertrieb']",F
7056,Fachwirt/in - Immobilien,Kaufmännische Weiterbildung,"['Abrechnung', 'Baufinanzierung', 'Betriebswirtschaftslehre', 'Immobilienbetriebswirtschaft', 'Immobilienkauf, Immobilienverkauf', 'Immobilienvermietung', 'Immobilienverwaltung', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Standortanalyse', 'Vermitteln, Makeln', 'Wohnungsbau (Planung, Überwachung)']","['Bau- und Architektenrecht', 'Buchführung, Buchhaltung', 'Controlling', 'Facility-Management', 'Grundbuchrecht, Liegenschaftsrecht', 'Immobilienbewertung', 'Immobilienleasing', 'Maklerrecht', 'Marketing', 'Mietrecht', 'Personalwesen', 'Sachkundeprüfung nach § 34i GewO (Immobiliardarlehensvermittlung)', 'Steuerrecht', 'Vertragsgestaltung, Vertragsausarbeitung', 'Vertragsrecht', 'Wohnungseigentumsrecht']",F
7966,Fachwirt/in - Industrie,Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Büroorganisation, Büromanagement', 'Controlling', 'Einkauf, Beschaffung', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Logistik', 'Personalwesen']","['Auftragsannahme, -bearbeitung', 'Buchführung, Buchhaltung', 'Employee Experience', 'Finanzierung', 'Jahresabschluss', 'Lagerwirtschaft', 'Marketing', 'Materialwirtschaft', 'Steuerrecht', 'Vertrieb', 'Warenannahme, Wareneingangskontrolle', 'Werbung']",F
58334,Fachwirt/in - Informationsdienste,Kaufmännische Weiterbildung,"['Akten, Schriftgut verwalten', 'Bestandsaufbau (Archiv, Bibliothek)', 'Bestandsauswahl (Archiv, Bibliothek)', 'Bestandspflege (Archiv, Bibliothek)', 'Betriebswirtschaftslehre', 'Datenübernahme, Datenaufbereitung', 'Katalogisieren, Bestanderschließung (Archiv, Bibl., Museum)', 'Kosten- und Leistungsrechnung', 'Recherche, Informationsbeschaffung', 'Systematisieren', 'Titelaufnahme']","['Bibliografie', 'Bibliotheks- und Archivsoftware anwenden', 'Büroorganisation, Büromanagement', 'Dokumentation (Archiv, Bibliothek)', 'Internet-, Intranettechnik', 'Kalkulation', 'Kundenberatung, -betreuung', 'Personalwesen', 'Wissensmanagementsysteme']",F
58570,Fachwirt/in - Investment,Kaufmännische Weiterbildung,"['Bank- und Börsenrecht', 'Bank- und Kapitalmarktrecht', 'Betriebswirtschaftslehre', 'Depotgeschäft', 'Fondsbuchhaltung', 'Fondsmanagement', 'Investmentbanking', 'Risikomanagement, Risikocontrolling', 'Wertpapieranalyse, Aktienanalyse', 'Wertpapiergeschäft', 'Wertpapierrecht, Aktienrecht']","['Auslandsgeschäft', 'Buchführung, Buchhaltung', 'Controlling', 'Finanzwirtschaft', 'Marketing', 'Spar- und Anlagegeschäft', 'Steuerrecht']",F
122250,Fachwirt/in - Kosmetik und Wellness,Kaufmännische Weiterbildung,"['Apparative Kosmetik', 'Betriebswirtschaftslehre', 'Dekorative Kosmetik, Schminken', 'Handpflege', 'Hautdiagnose', 'Hautpflege, pflegende Kosmetik', 'Hautreinigung', 'Kalkulation', 'Kosmetische Fußpflege', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Nagelpflege, Nageldesign', 'Visagistik', 'Wellness']","['Biologische/naturheilkundliche Kosmetik', 'Buchführung, Buchhaltung', 'Controlling', 'Einkauf, Beschaffung', 'Enthaaren (Kosmetik)', 'Ernährungsberatung', 'Fußreflexzonentherapie', 'Fuß- und Beinmassage', 'Ganzheitskosmetik', 'Gesichtsmassage', 'Hot-Stone-Massage', 'Körperpflege-, Kosmetik-, Parfümeriewaren', 'Permanent-Make-up', 'Personalwesen', 'Typ-, Stil-, Farbberatung', 'Verkauf', 'Werbung']",F
74108,Fachwirt/in - Krankenkasse,Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Controlling', 'Gesetzliche Krankenversicherung', 'Gesetzliche Pflegeversicherung', 'Gesundheitsökonomie', 'Kalkulation', 'Kundenberatung, -betreuung', 'Sozialversicherungsrecht']","['Antragsbearbeitung', 'Beitragsfragen klären (Sozialversicherung)', 'Disease-Management-Programme (DMP)', 'Finanzplanung', 'Leistungsfälle bearbeiten', 'Personalwesen', 'Sozialversicherungsverhältnisse klären']",F
122245,Fachwirt/in - Logistiksysteme,Kaufmännische Weiterbildung,"['Distributionssysteme planen und einsetzen', 'Handelsrecht', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Logistik', 'Materialwirtschaft', 'Supply-Chain-Management']","['Beschaffungslogistik', 'Betriebswirtschaftslehre', 'Controlling', 'Distributionslogistik', 'Fuhrparkmanagement', 'Informations- und Kommunikationsmanagement', 'Just in time (JIT)', 'Lagerwirtschaft', 'Produktionslogistik', 'Transportlogistik', 'Zollvorschriften, Zollabwicklung']",F
126568,Fachwirt/in - Marketing,Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Controlling', 'Erfolgskontrolle (Marketing, Werbung)', 'Kalkulation', 'Konzeption (Werbung, Marketing, PR)', 'Kosten- und Leistungsrechnung', 'Marketing', 'Marketing-Management', 'Marktforschung']","['Absatzwerbung', 'Buchführung, Buchhaltung', 'Data-Driven-Marketing', 'Kontakten', 'Kundenberatung, -betreuung', 'Media-Planung', 'Mobile-Marketing', 'Performance-Marketing', 'Personalwesen', 'Produktmanagement', 'Qualitätsmanagement', 'Social-Media-Kommunikation', 'Suchmaschinenwerbung (SEA)', 'Unternehmenskommunikation, Corporate Identity', 'Verkaufsförderung', 'Werbekommunikation', 'Werbung']",F
133354,Fachwirt/in - Medien/B. Prof. Media,Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Bildbearbeitung, digital', 'Controlling', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Mediendesign', 'Medienintegration', 'Medienkonzeption', 'Medientechnik']","['Ausbildereignungsprüfung', 'Buchführung, Buchhaltung', 'Computeranimation', 'Elektronische Medien', 'Fernsehtechnik', 'Grafik-Design (Gebrauchsgrafik)', 'Kundenberatung, -betreuung', 'Marketing', 'Marktforschung', 'Medienberatung', 'Medienrecht', 'Multimedia-Konzeption', 'Multimediasysteme, -technik', 'Personalwesen', 'Qualitätsmanagement', 'Social-Media-Kommunikation', 'Werbemittel']",F
122252,Fachwirt/in - Musik,Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Event-Management', 'Kalkulation', 'Konzeption (Werbung, Marketing, PR)', 'Kosten- und Leistungsrechnung', 'Marketing', 'Messen, Kongresse und Veranstaltungen planen und durchführen', 'Musikmanagement', 'Preisgestaltung', 'Produktion (Bühne, Film, Fernsehen, Video, Audiovision)', 'Sortimentsgestaltung', 'Tonträger', 'Urheberrecht', 'Veranstaltungsrisiken beurteilen', 'Verkaufsförderung', 'Vertragsrecht', 'Vertrieb', 'Verwertungsrechte, Lizenzen beschaffen und verwalten']","['Buchführung, Buchhaltung', 'Controlling', 'E-Commerce, E-Business', 'Einkauf, Beschaffung', 'Finanzierung', 'Finanzplanung', 'Kulturmanagement, -verwaltung', 'Kundenberatung, -betreuung', 'Künstlervermittlung', 'Marktforschung', 'Medienrecht', 'Musikalienhandel', 'Musikwissenschaften', 'Öffentlichkeitsarbeit, Public Relations', 'Personalwesen', 'Projektmanagement', 'Qualitätsmanagement', 'Social-Media-Kommunikation', 'Werbung']",F
7960,Fachwirt/in - Notariat,Kaufmännische Weiterbildung,"['Abrechnung', 'Betriebswirtschaftslehre', 'Büroorganisation, Büromanagement', 'Fristenüberwachung', 'Korrespondenz', 'Personalwesen', 'Urkundswesen']","['Buchführung, Buchhaltung', 'Controlling', 'Mahn- und Klagewesen', 'Sachbearbeitung']",F
9134,Fachwirt/in - Organisation u. Führung (Sozial),Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Controlling', 'Gruppen-, Teamleitung', 'Kalkulation', 'Personalwesen', 'Sozialmanagement', 'Sozialpädagogik']","['Altenarbeit, Seniorenarbeit', 'Betriebsleitung, Betriebsführung', 'Buchführung, Buchhaltung', 'Einkauf, Beschaffung', 'Fundraising, Sponsoring', 'Heilpädagogik, Behindertenpädagogik', 'Kosten- und Leistungsrechnung', 'Marketing', 'Öffentlichkeitsarbeit, Public Relations', 'Pflegeorganisation', 'Qualitätsmanagement', 'Sozialrecht', 'Supervision']",F
89951,Fachwirt/in - Personaldienstleistung,Kaufmännische Weiterbildung,"['Arbeitsrecht', 'Bewerberauswahl, -beurteilung', 'Personalberatung', 'Personalbeschaffung', 'Personalplanung', 'Private Arbeitsvermittlung']","['Abrechnung', 'Bewerbermanagementsysteme', 'Eignungsdiagnostik', 'Employee Experience', 'Kalkulation', 'Kundenberatung, -betreuung', 'Lohn- und Gehaltsbuchhaltung, -abrechnung', 'Marketing', 'Personalcontrolling', 'Personalleasing, Arbeitnehmerverleih', 'Personalverwaltung', 'Social Media Recruiting', 'Vertragsgestaltung, Vertragsausarbeitung']",F
122242,Fachwirt/in - Personenverkehr und Mobilität,Kaufmännische Weiterbildung,"['Auftragsannahme, -bearbeitung', 'Betriebswirtschaftslehre', 'Disposition (Personenverkehr)', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Logistik', 'Personalwesen', 'Personenverkehr', 'Straßen- und Verkehrsrecht', 'Tourenplanung']","['Buchführung, Buchhaltung', 'Fahrplangestaltung', 'Internationaler Reiseverkehr', 'Marketing', 'Schienenverkehr', 'Vertragsrecht']",F
14734,Fachwirt/in - Recht,Kaufmännische Weiterbildung,"['Abrechnung', 'Betriebswirtschaftslehre', 'Büroorganisation, Büromanagement', 'Fristenüberwachung', 'Korrespondenz', 'Mahn- und Klagewesen', 'Personalwesen']","['Buchführung, Buchhaltung', 'Controlling', 'Kosten- und Leistungsrechnung', 'Sachbearbeitung']",F
122262,Fachwirt/in - Solartechnik,Kaufmännische Weiterbildung,"['Biomasse (energetische Nutzung)', 'Direktvertrieb, Direktmarketing', 'Fotovoltaik', 'Kundenberatung, -betreuung', 'Marketing', 'Pre-Sales-Service', 'Solarthermie', 'Verkauf', 'Verkaufsförderung', 'Vertrieb', 'Wärmepumpen']","['Außendienstorganisation, -steuerung, -planung', 'Bedarfsanalyse', 'Beschaffungslogistik', 'Handwerkswirtschaft', 'Kalkulation', 'Verkaufsüberwachung']",F
6623,Fachwirt/in - Sport,Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Marketing', 'Mitgliederwerbung, -betreuung', 'Sportökonomie', 'Sportstättenverwaltung', 'Sportveranstaltungen organisieren, betreuen']","['Buchführung, Buchhaltung', 'Controlling', 'Einkauf, Beschaffung', 'EMS-Training (Anleitung/Beratung)', 'Finanzierung', 'Fitnesstraining', 'Fundraising, Sponsoring', 'Kundenberatung, -betreuung', 'Öffentlichkeitsarbeit, Public Relations', 'Personalwesen', 'Sportpädagogik', 'Sportwissenschaften', 'Vertragsrecht', 'Wellness', 'Werbung']",F
7574,Fachwirt/in - Steuer,Kaufmännische Weiterbildung,"['Abgabenordnung', 'Betriebswirtschaftslehre', 'Buchführung, Buchhaltung', 'Büroorganisation, Büromanagement', 'Fristenüberwachung', 'Jahresabschluss', 'Steuerbescheide prüfen', 'Steuererklärungen anfertigen', 'Steuerrecht']","['Bewertungsrecht', 'Bilanzierung', 'Erbschaft- und Schenkungsteuer', 'Gesellschaftsrecht', 'Gewerbesteuer', 'Grunderwerbsteuer', 'Handelsrecht', 'Körperschaftsteuer', 'Lohn-, Einkommensteuer', 'Lohn- und Gehaltsbuchhaltung, -abrechnung', 'Revision', 'Steuerberatung', 'Umsatzsteuer', 'Zollrecht']",F
6944,Fachwirt/in - Tourismus,Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Gruppenreisen', 'Individualreisen', 'Inlands- und Regionaltourismus', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Marketing', 'Pauschalreisen', 'Personalwesen', 'Reiseeinkauf', 'Reiserecht', 'Reiseveranstaltung', 'Reisevermittlung']","['Bäderwesen', 'Buchführung, Buchhaltung', 'Flugtouristik', 'Kurverwaltung', 'Messen, Kongresse und Veranstaltungen planen und durchführen', 'Öffentlichkeitsarbeit, Public Relations', 'Reservierung, Buchung (Reiseverkehr)', 'Schiffstouristik, Kreuzfahrten', 'Tourismusplattformen und -Buchungssysteme', 'Verkauf', 'Vertragsrecht', 'Werbung', 'Zielgebietskenntnisse']",F
6059,Fachwirt/in - Umweltschutz,Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Emissions-, Immissionsschutz', 'Entsorgung', 'Gefahrgutverladung, -versendung, -transport', 'Gewässerschutz', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Umweltberatung', 'Umweltmanagement', 'Umweltrecht', 'Umweltschutz, Umwelttechnik']","['Abfallberatung', 'Arbeitsvorbereitung', 'Ausbildereignungsprüfung', 'Buchführung, Buchhaltung', 'Controlling', 'Energieberatung', 'Energiespartechnik', 'Ökologie', 'Recycling', 'Umweltanalytik, Schadstoffuntersuchung', 'Umweltaudit']",F
15066,Fachwirt/in - Veranstaltung,Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Marketing', 'Messen, Kongresse und Veranstaltungen planen und durchführen', 'Projektmanagement', 'Veranstaltungsfinanzierung, -budgetierung', 'Veranstaltungsrisiken beurteilen', 'Vertragsrecht']","['Buchführung, Buchhaltung', 'Bühnen-, Theatertechnik', 'Controlling', 'Einkauf, Beschaffung', 'Event-Management', 'Marktforschung', 'Materialwirtschaft', 'Öffentlichkeitsarbeit, Public Relations', 'Online-Shop-Systeme', 'Personalwesen', 'Sicherheitstechnik', 'Tontechnik', 'Veranstaltungstechnik', 'Vertrieb', 'Werbung']",F
74100,Fachwirt/in - Versicherungen und Finanzen,Kaufmännische Weiterbildung,"['Akquisition', 'Anlage-, Vermögensberatung', 'Betriebswirtschaftslehre', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Leistungsfälle bearbeiten', 'Schadensfälle bearbeiten, Schäden regulieren', 'Versicherungsbetriebslehre', 'Versicherungsgeschäft', 'Versicherungsmathematik', 'Versicherungsrecht', 'Vertragsbearbeitung, -verwaltung', 'Vertragsrecht']","['Außendienst', 'Baufinanzierung', 'Berichtswesen, Information', 'Buchführung, Buchhaltung', 'Controlling', 'Finanzwirtschaft', 'Firmenkundengeschäft', 'Marketing', 'Personalwesen', 'Privatkundengeschäft', 'Revision', 'Risikomanagement, Risikocontrolling', 'Sachkundeprüfung nach § 34d GewO (Versicherungsvermittlung)', 'Sachkundeprüfung nach § 34i GewO (Immobiliardarlehensvermittlung)', 'Steuerrecht', 'Verkauf', 'Vertrieb', 'Werbung']",F
124532,Fachwirt/in - Vertrieb im Einzelhandel,Kaufmännische Weiterbildung,"['Handelsbetriebslehre', 'Handelsrecht', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Marketing', 'Preisgestaltung', 'Sortimentsgestaltung', 'Store-Management-System', 'Verkauf', 'Verkaufsförderung', 'Warenpräsentation', 'Werbung']","['Buchführung, Buchhaltung', 'Controlling', 'Customer-Relationship-Management (CRM)', 'E-Commerce, E-Business', 'Einzelhandel', 'Kundenberatung, -betreuung', 'Lagerwirtschaft', 'Logistik', 'Online-Shop-Systeme', 'Personalwesen', 'Reklamationsbearbeitung', 'Social-Media-Kommunikation', 'Verkaufsschulung, -training']",F
125588,Fachwirt/in - Vertrieb im Einzelhandel (Ausbildung),Doppelt qualifizierende Ausbildung,"['Handelsbetriebslehre', 'Handelsrecht', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Marketing', 'Preisgestaltung', 'Sortimentsgestaltung', 'Store-Management-System', 'Verkauf', 'Verkaufsförderung', 'Warenpräsentation', 'Werbung']","['Buchführung, Buchhaltung', 'Controlling', 'Customer-Relationship-Management (CRM)', 'E-Commerce, E-Business', 'Einzelhandel', 'Kundenberatung, -betreuung', 'Lagerwirtschaft', 'Logistik', 'Online-Shop-Systeme', 'Personalwesen', 'Reklamationsbearbeitung', 'Social-Media-Kommunikation', 'Verkaufsschulung, -training']",F
7649,Fachwirt/in - Verwaltung,Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Bürgerliches Recht, Zivilrecht', 'Haushaltsrecht', 'Haushaltswesen (öffentliche Verwaltung)', 'Kalkulation', 'Kassenwesen (öffentliche Verwaltung)', 'Kommunalrecht', 'Kosten- und Leistungsrechnung', 'Öffentliches Dienstrecht', 'Personalwesen', 'Verwaltungsrecht']","['Bau- und Architektenrecht', 'Buchführung, Buchhaltung', 'Büroorganisation, Büromanagement', 'Controlling', 'Einkauf, Beschaffung', 'EU-Recht', 'Gewerberecht', 'Grundbuchrecht, Liegenschaftsrecht', 'Immobilienverwaltung', 'Kundenberatung, -betreuung', 'Neues Kommunales Haushalts- und Rechnungswesen (NKHR)', 'Polizei-, Ordnungsrecht', 'Sozialrecht', 'Statistik', 'Steuerrecht', 'Unterschwellenvergabeordnung (UVgO)', 'Vertragsrecht', 'VOL (Vergabe- und Vertragsordnung für Leistungen)', 'Zuwendungsrecht']",F
7529,Fachwirt/in - Werbung,Kaufmännische Weiterbildung,"['Absatzwerbung', 'Betriebswirtschaftslehre', 'Controlling', 'Erfolgskontrolle (Marketing, Werbung)', 'Kalkulation', 'Konzeption (Werbung, Marketing, PR)', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Marketing', 'Marktforschung', 'Social-Media-Kommunikation', 'Werbekommunikation', 'Werbung']","['Buchführung, Buchhaltung', 'Kontakten', 'Media-Planung', 'Omnichannel Retailing', 'Performance-Marketing', 'Personalwesen', 'Produktmanagement', 'Qualitätsmanagement', 'Suchmaschinenwerbung (SEA)', 'Unternehmenskommunikation, Corporate Identity', 'Verkaufsförderung']",F
29388,Fachwirt/in - Wirtschaft,Kaufmännische Weiterbildung,"['Betriebswirtschaftslehre', 'Controlling', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Personalwesen']","['Buchführung, Buchhaltung', 'Einkauf, Beschaffung', 'Employee Experience', 'Finanzplanung', 'Finanzwirtschaft', 'Investitionsplanung', 'Kundenberatung, -betreuung', 'Lagerwirtschaft', 'Logistik', 'Marketing', 'Materialwirtschaft', 'Revision', 'Steuerrecht', 'Verkauf', 'Vertrieb']",F
27521,Fachzahnarzt/-ärztin,Weiterbildung nach Studium,"['Anamnese', 'Diagnose', 'Medizinische Dokumentation', 'Patientenbetreuung', 'Präventive Zahnheilkunde', 'Prothetik, Zahnersatz', 'Zahn-, Mund-, Kieferheilkunde (ärztlich)', 'Zahnerhaltung']","['Alterszahnheilkunde', 'Ästhetische Zahnheilkunde', 'Fachpublikationen erstellen', 'Forschung', 'Gebührenordnung für Ärzte (GOÄ)', 'Gutachter-, Sachverständigentätigkeit', 'Implantologie, Implantattechnik', 'Kieferorthopädie (ärztlich)', 'Kieferprothetik', 'Kinderzahnheilkunde', 'Lehrtätigkeit (Hochschule)', 'Mund-Kiefer-Gesichtschirurgie (ärztlich)', 'Parodontologie', 'Physiologie', 'Qualitätsmanagement', 'Radiologie (ärztlich)', 'Röntgenschein (Kenntnisnachweis nach § 145 StrlSchV)', 'Strahlenschutz - Lehrgang', 'Therapie', 'Vortragstätigkeit']",F
94274,"Facility-Management, Techn. Gebäudemanagement (grundständig)",Studienfach,,,F
93991,"Facility-Management, Techn. Gebäudemanagement (weiterführ.)",Studienfach,,,F
15628,Facility-Manager/in,Tätigkeit nach Studium,"['Ausschreibung, Vergabe, Leistungsbeschreibung', 'Facility-Management', 'Facility-Management-Software anwenden (CAFM)', 'Gebäudesystemtechnik, Gebäudeleittechnik', 'Haustechnik', 'Immobilienbetriebswirtschaft', 'Immobilienverwaltung', 'Instandhaltungsmanagement', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Personalplanung']","['Abrechnung', 'Baufinanzierung', 'Bausanierung', 'Bau- und Architektenrecht', 'Betriebswirtschaftslehre', 'Energiemanagement', 'Energieverteilung, Energieversorgung', 'Gebäudereinigung', 'Immobilienvermietung', 'Investitionsplanung', 'Kundenangebote erstellen', 'Kundenberatung, -betreuung', 'Marketing', 'Mietrecht', 'Qualitätsmanagement', 'Standortanalyse', 'Vertragsgestaltung, Vertragsausarbeitung', 'Vertragsrecht']",F
7308,Fährschiffer/in (Binnenschifffahrt),Berufliche Einsatzmöglichkeit,"['Binnenschifffahrt', 'Fährschiffe', 'Festmachen (Schiff)', 'Maschinenführung, Anlagenführung, -bedienung', 'Schiffs-, Bootsführung']","['Beladen, Entladen', 'Funksprechzeugnis Binnenschifffahrt', 'Güterverkehr', 'Kassieren', 'Kundenberatung, -betreuung', 'Ladungs- und Umschlagtechnik', 'Personenverkehr', 'Rettungsmaßnahmen, Erste Hilfe', 'Wartung, Reparatur, Instandhaltung']",F
4121,Fahrbahnmarkierer/in,Berufliche Einsatzmöglichkeit,"['Baugeräteführung, Baumaschinenführung', 'Fahrbahnmarkieren', 'Verkehrssicherung']","['Arbeitsschutz, Unfallverhütung', 'Baustelleneinrichtung', 'Hochdruckreinigung', 'Kehrmaschinen', 'Qualitätskontrolle (einfache Kontrolltätigkeit)', 'Straßenunterhaltung', 'Wartung, Reparatur, Instandhaltung']",F
7140,Fahrbetriebsregler/in (Straßenverkehr),Berufliche Einsatzmöglichkeit,"['Disposition (Güterverkehr)', 'Disposition (Personenverkehr)', 'Fahrplangestaltung', 'Fahrplanprogramme', 'Logistik', 'Tourenplanung']","['Betriebssicherheit von Transportmitteln kontrollieren', 'Busverkehr', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Personalplanung', 'Speditions-, Lieferverkehr', 'Straßenbahn, S-Bahn', 'Straßen- und Verkehrsrecht', 'Zollvorschriften, Zollabwicklung']",F
